NAME_2,NAME_3,lat,long,elevation,ndvi,slope,landcover_class
depok,pancoranmas,-6.3984,106.7998,89.403,0.319,0.285,1
depok,sawangan,-6.4067,106.7641,91.287,0.4,0.296,9
depok,sukmajaya,-6.3973,106.8436,88.001,0.269,0.34,1
depok,tapos,-6.4192,106.8805,98.048,0.473,0.278,1
bekasi,babelan,-6.1257,107.0341,3.768,0.232,0.07,2
bekasi,bojongmangu,-6.4389,107.1778,48.869,0.578,0.584,9
bekasi,cabangbungin,-6.0781,107.1363,3.757,0.35,0.053,2
bekasi,cibarusah,-6.434,107.1108,52.034,0.597,0.394,2
bekasi,cibitung,-6.2357,107.1004,14.027,0.301,0.106,2
bekasi,cikarangbarat,-6.2973,107.0941,29.644,0.223,0.174,1
bekasi,cikarangpusat,-6.3596,107.1836,34.68,0.435,0.347,1
bekasi,cikarangselatan,-6.3385,107.1279,41.443,0.346,0.306,1
bekasi,cikarangtimur,-6.2885,107.209,15.164,0.375,0.085,2
bekasi,cikarangutara,-6.2754,107.1556,17.902,0.306,0.13,1
bekasi,karangbahagia,-6.2172,107.197,10.334,0.334,0.08,2
bekasi,kedungwaringin,-6.2516,107.2483,10.722,0.398,0.076,2
bekasi,muaragembong,-6.0033,107.0499,1.597,0.233,0.046,7
bekasi,pebayuran,-6.1593,107.2485,7.055,0.336,0.061,2
bekasi,serangbaru,-6.3956,107.1143,47.778,0.507,0.25,9
bekasi,setu,-6.3637,107.0373,51.932,0.415,0.202,9
bekasi,sukakarya,-6.1449,107.1856,5.911,0.328,0.05,2
bekasi,sukatani,-6.1918,107.1559,9.292,0.353,0.08,2
bekasi,sukawangi,-6.1187,107.091,3.12,0.35,0.044,2
bekasi,tambelang,-6.167,107.1273,5.555,0.35,0.072,2
bekasi,tambunselatan,-6.2571,107.0543,20.065,0.2,0.152,1
bekasi,tambunutara,-6.1927,107.0611,8.214,0.28,0.091,1
bekasi,tarumajaya,-6.1219,106.9975,2.309,0.238,0.051,2
kota bekasi,bantargebang,-6.3385,106.9912,46.555,0.212,0.262,1
kota bekasi,bekasibarat,-6.2336,106.9628,17.765,0.198,0.161,1
kota bekasi,bekasiselatan,-6.2582,106.9778,22.99,0.209,0.103,1
kota bekasi,bekasitimur,-6.2421,107.0191,19.269,0.154,0.113,1
kota bekasi,bekasiutara,-6.2074,107.0064,13.259,0.176,0.12,1
kota bekasi,jatiasih,-6.3072,106.9524,39.466,0.288,0.259,1
kota bekasi,jatisampurna,-6.3654,106.9249,69.311,0.349,0.278,1
kota bekasi,medansatria,-6.1989,106.9836,10.53,0.184,0.136,1
kota bekasi,mustikajaya,-6.3076,107.0166,32.768,0.208,0.179,1
kota bekasi,pondokgede,-6.2691,106.9299,24.987,0.269,0.142,1
kota bekasi,pondokmelati,-6.3095,106.9282,38.409,0.288,0.242,1
kota bekasi,rawalumbu,-6.2812,106.9942,27.96,0.129,0.131,1
jakarta barat,cengkareng,-6.1515,106.7369,5.286,0.171,0.059,1
jakarta barat,grogolpetamburan,-6.1634,106.7865,6.01,0.176,0.06,1
jakarta barat,kalideres,-6.1346,106.7039,5.258,0.21,0.071,1
jakarta barat,kebonjeruk,-6.1895,106.7691,10.059,0.155,0.118,1
jakarta barat,kembangan,-6.1982,106.7418,10.349,0.22,0.126,1
jakarta barat,palmerah,-6.1917,106.7956,10.559,0.138,0.122,1
jakarta barat,tamansari,-6.1481,106.8184,6.894,0.091,0.061,9
jakarta barat,tambora,-6.1475,106.8035,5.895,0.105,0.048,1
jakarta utara,cilincing,-6.1243,106.9421,3.19,0.237,0.068,1
jakarta utara,kelapagading,-6.161,106.9037,5.514,0.155,0.062,1
jakarta utara,koja,-6.1215,106.905,3.739,0.148,0.063,1
jakarta utara,pademangan,-6.1301,106.8381,3.198,0.183,0.104,1
jakarta utara,penjaringan,-6.115,106.7639,3.083,0.182,0.074,1
jakarta utara,tanjungpriok,-6.1319,106.875,4.06,0.138,0.101,1
jakarta selatan,cilandak,-6.2927,106.7933,37.329,0.232,0.193,1
jakarta selatan,jagakarsa,-6.334,106.8224,57.304,0.268,0.27,1
jakarta selatan,kebayoranbaru,-6.2447,106.8014,22.272,0.247,0.16,1
jakarta selatan,kebayoranlama,-6.2495,106.7801,25.395,0.224,0.143,1
jakarta selatan,mampangprapatan,-6.2523,106.821,21.604,0.232,0.146,1
jakarta selatan,pancoran,-6.2553,106.8436,25.372,0.17,0.19,1
jakarta selatan,pasarminggu,-6.2908,106.8293,35.89,0.228,0.23,1
jakarta selatan,pesanggrahan,-6.2504,106.7587,23.82,0.274,0.178,1
jakarta selatan,setiabudi,-6.2196,106.83,17.99,0.138,0.133,1
jakarta selatan,tebet,-6.2289,106.8509,17.948,0.127,0.137,1
jakarta timur,cakung,-6.1885,106.9409,7.969,0.196,0.102,1
jakarta timur,cipayung,-6.4297,106.8028,48.413,0.36,0.257,1
jakarta timur,ciracas,-6.3339,106.8784,53.48,0.27,0.263,1
jakarta timur,durensawit,-6.2325,106.9206,16.888,0.211,0.139,1
